,x,y
0,-40.0,-60.0
1,-39.42091575542927,-59.779530333423025
2,-38.84598357940341,-59.55262433091983
3,-38.26559880542383,-59.3330667552478
4,-37.6855884044846,-59.11219563991325
5,-37.1079385941245,-58.88710614142773
6,-36.53404089026636,-58.655968142306136
7,-35.95934309677523,-58.42526732908138
8,-35.3889084391929,-58.187897747106234
9,-34.810768055558206,-57.960463184272975
10,-34.23375094168807,-57.72978075763974
11,-33.665464305096805,-57.48531210963116
12,-33.09554617421864,-57.24161258914227
13,-32.52393237646201,-56.99776719777893
14,-31.96658937977058,-56.73142296348552
15,-31.411535883665934,-56.459122300734286
16,-30.79470070834872,-56.52920777615318
17,-30.17936313746435,-56.58582186916055
18,-29.563311211662974,-56.64558643016485
19,-28.94680865286778,-56.706072938861325
20,-28.33065843059687,-56.761443142575715
21,-27.712528604832674,-56.82766384953146
22,-27.09427638975351,-56.88920727895427
23,-26.477329193012643,-56.937074698344674
24,-25.859527667571857,-56.98651735542493
25,-25.242933129581576,-57.024119956873015
26,-24.624989564071615,-57.065700798625244
27,-24.00570513124775,-57.10771063349702
28,-23.38603611509746,-57.13921942685734
29,-22.76578584815677,-57.155126577689686
30,-22.230089548159484,-56.847982085248105
31,-21.693534264090207,-56.54150794125161
32,-21.158030949283393,-56.23366089644929
33,-20.612019682846697,-55.936717847395265
34,-20.078205611777182,-55.62614086966691
35,-19.535264233654686,-55.32483055029669
36,-18.99944997503827,-55.01524064963472
37,-18.456557842738285,-54.712541408202185
38,-17.92039321362184,-54.401730864038576
39,-17.38471953500633,-54.089573365322934
40,-16.854350217432042,-53.77103528112506
41,-16.32264110346492,-53.45297781570702
42,-15.789583986558968,-53.13498597127217
43,-15.258835156423235,-52.812681797109796
44,-14.736080470942987,-52.479858460185255
45,-14.214951341101303,-52.142232696969906
46,-13.714712078317607,-51.77788865338789
47,-13.095460707960918,-51.7723593109208
48,-12.475651570350474,-51.76770343200246
49,-11.855313324341855,-51.763528302186494
50,-11.237368807556598,-51.74851080539299
51,-10.616705365855712,-51.742467751229626
52,-9.99610082915596,-51.73376500492513
53,-9.37709508853973,-51.716546042610155
54,-8.758866515766712,-51.69442594034238
55,-8.14137278270319,-51.667698792423586
56,-7.5216162783979446,-51.646609844128776
57,-6.900725338200961,-51.62500780924983
58,-6.283779076012102,-51.583567446785786
59,-5.663070587610559,-51.54879505069614
60,-5.047075805101478,-51.481176843455394
61,-4.538206897350079,-51.12420539453597
62,-4.032885811840708,-50.76367089133687
63,-3.526923004216834,-50.403217346381034
64,-3.0328759252059574,-50.03229705520144
65,-2.5332850349992597,-49.665672242535685
66,-2.040907691585783,-49.2926892208353
67,-1.5398880269574255,-48.92649796066489
68,-1.045808839453933,-48.553953508843605
69,-0.544708240694136,-48.186684035975446
70,-0.04807820051669032,-47.81483228788048
71,0.4474826472624658,-47.441243828496084
72,0.937126085920966,-47.061907622273516
73,1.4251034244262424,-46.68033479261685
74,1.9164758840838076,-46.30029216219482
75,2.4050405773986525,-45.91606735955396
76,2.8848562281078,-45.52239880894678
77,3.360345986766527,-45.12192652251241
78,3.81394517732513,-44.69757578292864
79,4.433282488058498,-44.65476705996741
80,5.049534963718211,-44.60133790841406
81,5.668432232883529,-44.55484548379476
82,6.2866860601241905,-44.50484574209731
83,6.903553284077906,-44.44920860618227
84,7.520402811876592,-44.392086228729
85,8.137449189688454,-44.33387936329408
86,8.752293835369251,-44.26759514042875
87,9.369377507828075,-44.205867606761615
88,9.985624755553372,-44.138921684596895
89,10.598480645669172,-44.059760036413195
90,11.212799788461187,-43.98176854347925
91,11.825336541655057,-43.89393764647699
92,12.437266733569414,-43.79588210606504
93,12.810483163383214,-43.300308250803994
94,13.178786896160538,-42.80243437446454
95,13.544717390850781,-42.303384300858006
96,13.912444537512224,-41.80488475448275
97,14.28577441943753,-41.308499818657076
98,14.648140501538643,-40.80726716886911
99,15.016182829643158,-40.30814435005728
100,15.376706242992995,-39.8056745615163
101,15.736726494893096,-39.30278954839584
102,16.097044380386198,-38.79978973000407
103,16.45554327017319,-38.29580672057556
104,16.82258279950892,-37.79497742593147
105,17.180920270528787,-37.29017765431796
106,17.54018000702529,-36.7853769879044
107,17.897858596510048,-36.27951111114386
108,18.252046686304137,-35.771813476648845
109,18.605391414409997,-35.263313781937576
110,18.964290114490865,-34.756385245614865
111,19.31036029094042,-34.24367995297535
112,19.656376303392094,-33.73031320722836
113,20.00681664641028,-33.21768544222787
114,20.353483050291423,-32.70204460729294
115,20.68310611975292,-32.17819253161913
116,21.015623852965216,-31.65307733452624
117,21.320356191638417,-31.11147501808466
118,21.93586758211299,-31.048103903689995
119,22.55443177264023,-30.99250526108764
120,23.171038950776275,-30.929891966911107
121,23.78798718304491,-30.866979405718435
122,24.40117554439373,-30.79251837708866
123,25.019695644436784,-30.731647108947563
124,25.632455302685486,-30.65309014474235
125,26.249042281195408,-30.583482730111946
126,26.866050794731112,-30.512481278769126
127,27.481256660116255,-30.43350048606292
128,28.09164855338419,-30.33930931599595
129,28.702188868785225,-30.243341240912383
130,29.317302895521955,-30.154711676676143
131,29.926360729874112,-30.038049501247716
132,30.512588439732863,-29.837553362351205
133,31.09338428768285,-29.62736615403393
134,31.67837420388409,-29.42245221128249
135,32.26122814724587,-29.211929279879637
136,32.8439281413648,-28.997990639130187
137,33.413985798125836,-28.760184813910236
138,33.985593876262755,-28.517100860409627
139,34.1605794186579,-27.922199127733514
140,34.33007664841901,-27.326861310659236
141,34.505091169752795,-26.73153908563696
142,34.67224272758533,-26.135663660722088
143,34.845659546070266,-25.53979694857638
144,35.01876319775799,-24.94360743730143
145,35.18733138413033,-24.346917535692214
146,35.3490944667987,-23.749738573290827
147,35.51637328851654,-23.152445720226414
148,35.68045398209373,-22.554690233142814
149,35.833801466371455,-21.956400475770284
150,35.99200501945997,-21.35793560104239
151,36.14578794977376,-20.759055889663088
152,36.294974496994,-20.159827665988818
153,36.45269247987326,-19.560362659756397
154,36.600503716934156,-18.960230021712174
155,36.75479902986313,-18.35965779645851
156,36.908844978916825,-17.758209421459288
157,37.051581036157756,-17.155565980571666
158,37.1872256571152,-16.55190304479673
159,37.32000548481161,-15.946962640942221
160,37.43823988451433,-15.340109541974302
161,37.55093834884414,-14.72903428057772
162,38.16713419839808,-14.796252466582809
163,38.78407394655047,-14.861865047774398
164,39.40198460189762,-14.92480199291691
165,40.01979285616068,-14.973949426667776
166,40.63832485948601,-15.013537689075502
167,41.25927823831448,-15.040440993966975
168,41.47210196829251,-14.460225414296959
169,41.68503982364194,-13.87985130465385
170,41.89657525127828,-13.29913654139792
171,42.11746700989164,-12.719280681664666
172,42.326637236096985,-12.137755316692799
173,42.5489194469409,-11.55747372443666
174,42.762891431376566,-10.975727168025289
175,42.978019560750305,-10.393692026005269
176,43.184594795881154,-9.810257782543905
177,43.39619600249715,-9.226919991447346
178,43.605790511068875,-8.642737585922523
179,43.804679929951526,-8.05683556902915
180,43.99808315267942,-7.469941533017722
181,44.19905212358245,-6.883125935918808
182,44.400123207559346,-6.295176567252234
183,44.58934210859011,-5.704557144729592
184,44.76091729376479,-5.111034727683012
185,44.93552988601398,-4.515833016788017
186,45.06645113233342,-3.911068180366398
187,45.41459507389092,-3.400884353681681
188,45.76426242071072,-2.890980561798528
189,46.11782099598389,-2.3821480464174964
190,46.46986496424469,-1.8721248434646256
191,46.81873391076188,-1.3601929671170923
192,47.16446542267515,-0.8463051642992472
193,47.506542457588374,-0.33016442057969386
194,47.85087365001164,0.1863184502830313
195,48.1864784017258,0.7079532691879737
196,48.50274869450295,1.2387412346346396
197,48.80827187100927,1.7761651553716318
198,49.22075521316106,2.2398530817946507
199,49.632442865362194,2.7047008858580894
200,50.033434463028236,3.1758810891283065
201,50.436573733713246,3.6466343787464783
202,50.839678551298185,4.118386101915386
203,51.241398588921896,4.59221620467241
204,51.62484845571308,5.076700709927121
205,52.016742337936776,5.558619054076614
206,52.39476288986414,6.051699260164144
207,52.90243433010711,6.409852449046495
208,53.40509947094685,6.773465458506798
209,53.90230526344058,7.142799179268984
210,54.39934084520277,7.513419304386511
211,54.898183729536235,7.884210220335577
212,55.39045984738186,8.263213913595436
213,55.868810896258,8.657107116864271
214,56.3283114908453,9.070950471950301
215,56.930579662099305,9.210128974188704
216,57.53435862029227,9.347672749963412
217,58.136393547584625,9.490848083979422
218,58.73871022904441,9.636099993748775
219,59.34270647466215,9.782731285961905
220,59.93888007771846,9.955460626769762
221,59.631485863987315,10.494481211686427
222,59.32447695893289,11.034285563554656
223,59.01237942721904,11.569671548250138
224,58.70142060578632,12.106567282003503
225,58.38388876956345,12.63750787000287
226,58.06713663119999,13.16958649705158
227,57.74836121408096,13.70010118935609
228,57.43454947492737,14.235976555814378
229,57.11231546730851,14.764226503840174
230,56.789635581633846,15.29255487508812
231,56.472999288330634,15.82755931122194
232,56.14871583789377,16.356067580981346
233,55.81660145035356,16.877486429148348
234,55.48998236392154,17.405384358868154
235,55.16073880645711,17.932214117136848
236,54.821298908106016,18.450509046329653
237,54.480912382563865,18.96999676786694
238,54.130218687866325,19.48261963975743
239,53.76022577753487,19.982168033736517
240,53.350727350691585,20.449045130997657
241,52.9355747709967,20.908408471772642
242,52.515920662757786,21.361560382148184
243,52.100264684036794,21.82115276756494
244,51.681308826617745,22.276558971275772
245,51.260439878811724,22.729750906270013
246,50.83671291297977,23.17924673230145
247,50.41470640373963,23.6320582770257
248,49.99576680024526,24.090602783631024
249,49.56970785302801,24.540147257240378
250,49.14138468547206,24.987834080221063
251,48.705368566332396,25.42537331981379
252,48.27261792758715,25.87015895332658
253,47.830879016167415,26.306367038588615
254,47.366112699779,26.71825284862184
255,46.81525545512851,27.000806425932627
256,46.26531736221031,27.288963266120085
257,45.7127126241107,27.568605125482094
258,45.158341446337154,27.84278314708155
259,44.603031390063514,28.114942351995754
260,44.04682815403927,28.385622151296054
261,43.49126678136206,28.662619837691924
262,42.93181377432477,28.928177348449406
263,42.371039188180006,29.194393180994567
264,41.803655652395676,29.440695024249475
265,41.22990500504638,29.66919423982752
266,40.916183033266144,30.20499513479378
267,40.59193658402588,30.730727928248314
268,40.27713278982201,31.26615069029971
269,39.95252848242235,31.792292374415883
270,39.63394376205526,32.324822143202844
271,39.305173716523896,32.84753985011407
272,38.97955525353918,33.37380277623204
273,38.65016679934094,33.89662772144908
274,38.3221358548976,34.421256839937875
275,37.99465615868007,34.94700326593022
276,37.6681498033592,35.474465579308045
277,37.33287709882945,35.99373660502623
278,37.00126004554945,36.51754015073094
279,36.660094992702504,37.03237138766297
280,36.328160879485,37.55787517592907
281,35.98822937871255,38.077429478786755
282,35.6376095791373,38.58837524013614
283,35.281442013179735,39.097102476784265
284,34.88865673706445,39.5736919850967
285,34.52258221186401,40.075238052834145
286,34.155873093770175,40.5766320328658
287,33.78725429503986,41.076409171299346
288,33.413926126647425,41.57114982235563
289,33.03822259027231,42.06356494015324
290,32.66162731413071,42.55549216931154
291,32.28761818190223,43.05135176513032
292,31.905406930787972,43.53794366263566
293,31.52341738554134,44.02557675778744
294,31.137657428734823,44.50935018949516
295,30.75457724020528,44.99760870413384
296,30.360681414953294,45.47341158489086
